Date,Home_Win,Home,Away,Win Percent Delta,Streak Delta,Run Scored Delta,Run Allowed Delta,Run Delta Delta,Run Delta Percent Delta,Win Total Delta,H_AVG,H_OBP,H_SLG,H_BFW,H_O_AVG,H_O_OBP,H_O_SLG,A_AVG,A_OBP,A_SLG,A_BFW,A_O_AVG,A_O_OBP,A_O_SLG
tuesday aug 27,W,TOR,ATL,-0.20300751879699253,0,-110,37,-147,-0.22740000000000005,-27,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.258,0.336,0.452,5.0,0.256,0.329,0.419
wednesday aug 28,L,TOR,ATL,-0.19402985074626847,3,-108,35,-143,-0.22050000000000008,-26,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.258,0.336,0.452,5.0,0.256,0.329,0.419
monday sep 2,W,ATL,TOR,0.21014492753623187,5,129,-38,167,0.2500000000000001,29,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
tuesday sep 3,W,ATL,TOR,0.21582733812949634,7,132,-41,173,0.2573000000000001,30,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
thursday sep 5,W,TBR,TOR,0.1887031408308003,4,42,-134,176,0.2812999999999999,27,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
friday sep 6,W,TBR,TOR,0.19443612026770551,6,44,-136,180,0.2855000000000001,28,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
saturday sep 7,W,TBR,TOR,0.2000886437506156,8,49,-141,190,0.3003,29,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
sunday sep 8,W,TBR,TOR,0.20566239316239315,10,51,-143,194,0.3048,30,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
tuesday sep 10,W,TOR,BOS,-0.14583333333333334,-4,-186,-2,-184,-0.2532,-21,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.269,0.34,0.466,2.9,0.251,0.33,0.431
wednesday sep 11,W,TOR,BOS,-0.13793103448275873,5,-185,-3,-182,-0.2492,-20,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.269,0.34,0.466,2.9,0.251,0.33,0.431
thursday sep 12,L,TOR,BOS,-0.13013698630136986,7,-177,-11,-166,-0.2262000000000001,-19,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.269,0.34,0.466,2.9,0.251,0.33,0.431
friday sep 13,W,TOR,NYY,-0.26765030336458906,-3,-221,53,-274,-0.3913999999999999,-40,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.267,0.339,0.49,11.2,0.248,0.314,0.439
saturday sep 14,L,TOR,NYY,-0.25911481951750404,2,-220,52,-272,-0.3854000000000001,-39,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.267,0.339,0.49,11.2,0.248,0.314,0.439
sunday sep 15,W,TOR,NYY,-0.2640715883668904,-2,-230,62,-292,-0.4098999999999999,-40,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.267,0.339,0.49,11.2,0.248,0.314,0.439
tuesday sep 17,L,BAL,TOR,-0.06666666666666665,-2,-1,157,-158,-0.1501,-10,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
wednesday sep 18,L,BAL,TOR,-0.07284768211920534,-4,-4,160,-164,-0.15570000000000006,-11,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
thursday sep 19,L,BAL,TOR,-0.07894736842105254,-6,-5,161,-166,-0.1563,-12,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
friday sep 20,L,NYY,TOR,0.2441218911807149,-3,220,-75,295,0.4075999999999999,38,0.267,0.339,0.49,11.2,0.248,0.314,0.439,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
saturday sep 21,W,NYY,TOR,0.2360703812316715,-6,219,-74,293,0.4028000000000001,37,0.267,0.339,0.49,11.2,0.248,0.314,0.439,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
sunday sep 22,W,NYY,TOR,0.2409842845326717,2,224,-79,303,0.4144,38,0.267,0.339,0.49,11.2,0.248,0.314,0.439,0.236,0.305,0.428,-8.3,0.259,0.337,0.451
monday sep 23,W,TOR,BAL,0.07692307692307693,-3,5,-158,163,0.15000000000000002,12,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
tuesday sep 24,L,TOR,BAL,0.08280254777070073,2,6,-159,165,0.15070000000000006,13,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
wednesday sep 25,W,TOR,BAL,0.07594936708860761,-2,-1,-152,151,0.13539999999999994,12,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
friday sep 27,L,TOR,TBR,-0.18867924528301885,-2,-47,176,-223,-0.3118,-30,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.254,0.325,0.431,-0.5,0.23,0.294,0.386
saturday sep 28,W,TOR,TBR,-0.19375,-5,-51,180,-231,-0.3213999999999999,-31,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.254,0.325,0.431,-0.5,0.23,0.294,0.386
sunday sep 29,W,TOR,TBR,-0.1863354037267081,2,-48,177,-225,-0.3118,-30,0.236,0.305,0.428,-8.3,0.259,0.337,0.451,0.254,0.325,0.431,-0.5,0.23,0.294,0.386
thursday mar 28,W,PHI,ATL,0.0,0,0,0,0,0.0,0,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453,0.258,0.336,0.452,5.0,0.256,0.329,0.419
saturday mar 30,W,PHI,ATL,1.0,2,6,-6,12,2.1,1,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453,0.258,0.336,0.452,5.0,0.256,0.329,0.419
sunday mar 31,W,PHI,ATL,1.0,4,8,-8,16,1.2444000000000002,2,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453,0.258,0.336,0.452,5.0,0.256,0.329,0.419
monday apr 1,W,ATL,CHC,-0.6666666666666666,-1,-17,0,-17,-0.7391000000000001,-1,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.252,0.331,0.452,8.1,0.251,0.32299999999999995,0.414
wednesday apr 3,W,ATL,CHC,-0.5,4,-9,-8,-1,-0.07710000000000006,0,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.252,0.331,0.452,8.1,0.251,0.32299999999999995,0.414
thursday apr 4,W,ATL,CHC,-0.4,6,-7,-10,3,0.060999999999999936,1,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.252,0.331,0.452,8.1,0.251,0.32299999999999995,0.414
friday apr 5,W,ATL,MIA,0.2142857142857143,6,8,-3,11,0.33209999999999995,1,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
saturday apr 6,L,ATL,MIA,0.3214285714285714,8,12,-7,19,0.5416,2,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
sunday apr 7,W,ATL,MIA,0.16666666666666669,-2,10,-5,15,0.3929,1,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
monday apr 8,L,COL,ATL,-0.2555555555555556,-4,-13,16,-29,-0.5837999999999999,-2,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.258,0.336,0.452,5.0,0.256,0.329,0.419
tuesday apr 9,L,COL,ATL,-0.3272727272727273,-6,-15,18,-33,-0.585,-3,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.258,0.336,0.452,5.0,0.256,0.329,0.419
thursday apr 11,L,ATL,NYM,0.0,2,-10,-22,12,0.2811999999999999,0,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.257,0.328,0.442,4.9,0.251,0.317,0.418
friday apr 12,L,ATL,NYM,-0.08333333333333326,-3,-13,-19,6,0.1443000000000001,-1,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.257,0.328,0.442,4.9,0.251,0.317,0.418
saturday apr 13,W,ATL,NYM,-0.15384615384615385,-5,-17,-15,-2,-0.00219999999999998,-2,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.257,0.328,0.442,4.9,0.251,0.317,0.418
sunday apr 14,W,ATL,NYM,-0.07142857142857151,2,-13,-19,6,0.11169999999999992,-1,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.257,0.328,0.442,4.9,0.251,0.317,0.418
tuesday apr 16,L,ATL,ARI,0.16249999999999998,1,-5,-27,22,0.2984,2,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday apr 17,L,ATL,ARI,0.0919117647058824,-3,-8,-24,16,0.1979,1,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
thursday apr 18,L,ATL,ARI,0.029411764705882363,-5,-9,-23,14,0.16859999999999994,0,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
saturday apr 20 (1),W,CLE,ATL,0.11111111111111116,6,-28,-22,-6,-0.0636000000000001,2,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419,0.258,0.336,0.452,5.0,0.256,0.329,0.419
saturday apr 20 (2),L,CLE,ATL,0.1578947368421052,8,-24,-26,2,0.04830000000000001,3,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419,0.258,0.336,0.452,5.0,0.256,0.329,0.419
sunday apr 21,L,CLE,ATL,0.09999999999999998,-2,-25,-25,0,0.017500000000000068,2,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419,0.258,0.336,0.452,5.0,0.256,0.329,0.419
tuesday apr 23,W,CIN,ATL,-0.14285714285714296,-3,-42,-35,-7,-0.048000000000000036,-3,0.244,0.315,0.422,-4.2,0.235,0.31,0.41,0.258,0.336,0.452,5.0,0.256,0.329,0.419
wednesday apr 24,L,CIN,ATL,-0.09090909090909087,2,-41,-36,-5,-0.02329999999999988,-2,0.244,0.315,0.422,-4.2,0.235,0.31,0.41,0.258,0.336,0.452,5.0,0.256,0.329,0.419
thursday apr 25,W,CIN,ATL,-0.13043478260869554,-2,-43,-34,-9,-0.06909999999999994,-3,0.244,0.315,0.422,-4.2,0.235,0.31,0.41,0.258,0.336,0.452,5.0,0.256,0.329,0.419
friday apr 26,L,ATL,COL,0.06,-2,28,3,25,0.2209,1,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
saturday apr 27,L,ATL,COL,0.018461538461538363,-4,24,7,17,0.14359999999999995,0,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
sunday apr 28,W,ATL,COL,-0.01994301994301989,-6,20,11,9,0.07310000000000005,-1,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
monday apr 29,W,ATL,SDP,-0.08994708994708989,2,40,29,11,0.09430000000000004,-3,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
tuesday apr 30,L,ATL,SDP,-0.05172413793103448,4,42,27,15,0.12420000000000007,-2,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
wednesday may 1,W,ATL,SDP,-0.08390804597701146,-2,41,28,13,0.10540000000000004,-3,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
thursday may 2,L,ATL,SDP,-0.04838709677419351,2,45,24,21,0.16259999999999994,-2,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
friday may 3,L,MIA,ATL,-0.1838709677419355,2,-69,-11,-58,-0.4005000000000001,-6,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.258,0.336,0.452,5.0,0.256,0.329,0.419
saturday may 4,L,MIA,ATL,-0.2096774193548387,-2,-74,-6,-68,-0.4464000000000001,-7,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.258,0.336,0.452,5.0,0.256,0.329,0.419
sunday may 5,L,MIA,ATL,-0.23390151515151514,-4,-81,1,-82,-0.5098,-8,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.258,0.336,0.452,5.0,0.256,0.329,0.419
monday may 6,W,LAD,ATL,0.0816993464052288,-4,17,-5,22,0.14369999999999994,4,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.258,0.336,0.452,5.0,0.256,0.329,0.419
tuesday may 7,W,LAD,ATL,0.10733590733590737,2,19,-7,26,0.16639999999999988,5,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.258,0.336,0.452,5.0,0.256,0.329,0.419
wednesday may 8,W,LAD,ATL,0.13157894736842102,4,28,-16,44,0.2778999999999998,6,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.258,0.336,0.452,5.0,0.256,0.329,0.419
thursday may 9,W,ARI,ATL,0.08108108108108103,4,13,-7,20,0.11229999999999984,3,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.258,0.336,0.452,5.0,0.256,0.329,0.419
friday may 10,L,ARI,ATL,0.10526315789473684,6,14,-8,22,0.122,4,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.258,0.336,0.452,5.0,0.256,0.329,0.419
saturday may 11,L,ARI,ATL,0.07692307692307687,-2,13,-7,20,0.1099,3,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.258,0.336,0.452,5.0,0.256,0.329,0.419
sunday may 12,L,ARI,ATL,0.05000000000000005,-4,11,-5,16,0.08540000000000003,2,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.258,0.336,0.452,5.0,0.256,0.329,0.419
tuesday may 14,L,ATL,STL,-0.024390243902439046,6,-10,9,-19,-0.10239999999999982,-1,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.245,0.322,0.415,5.1,0.238,0.314,0.397
wednesday may 15,W,ATL,STL,-0.04761904761904767,-2,-21,20,-41,-0.2118000000000001,-2,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.245,0.322,0.415,5.1,0.238,0.314,0.397
thursday may 16,W,ATL,STL,-0.023255813953488302,2,-17,16,-33,-0.16859999999999986,-1,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.245,0.322,0.415,5.1,0.238,0.314,0.397
friday may 17,W,ATL,MIL,-0.06422924901185778,-1,-12,4,-16,-0.0774999999999999,-4,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.246,0.329,0.438,-0.7,0.246,0.321,0.425
saturday may 18,W,ATL,MIL,-0.0411347517730496,4,-8,0,-8,-0.036499999999999984,-3,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.246,0.329,0.438,-0.7,0.246,0.321,0.425
sunday may 19,L,ATL,MIL,-0.019021739130434808,6,-7,-1,-6,-0.02679999999999993,-2,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.246,0.329,0.438,-0.7,0.246,0.321,0.425
monday may 20,L,SFG,ATL,-0.08747044917257685,3,-56,-8,-48,-0.22019999999999995,-5,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.258,0.336,0.452,5.0,0.256,0.329,0.419
tuesday may 21,W,SFG,ATL,-0.10688405797101448,-2,-59,-5,-54,-0.2434000000000001,-6,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.258,0.336,0.452,5.0,0.256,0.329,0.419
wednesday may 22,L,SFG,ATL,-0.08380373425966138,2,-58,-6,-52,-0.2312,-5,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.258,0.336,0.452,5.0,0.256,0.329,0.419
thursday may 23,L,SFG,ATL,-0.10250000000000004,-2,-65,1,-66,-0.2836,-6,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.258,0.336,0.452,5.0,0.256,0.329,0.419
friday may 24,L,STL,ATL,-0.03881552621048423,-1,-3,-8,5,0.024299999999999992,-3,0.245,0.322,0.415,5.1,0.238,0.314,0.397,0.258,0.336,0.452,5.0,0.256,0.329,0.419
saturday may 25,W,STL,ATL,-0.05769230769230771,-4,-6,-5,-1,-0.002500000000000169,-4,0.245,0.322,0.415,5.1,0.238,0.314,0.397,0.258,0.336,0.452,5.0,0.256,0.329,0.419
sunday may 26,L,STL,ATL,-0.03736588975212729,2,-3,-8,5,0.023399999999999862,-3,0.245,0.322,0.415,5.1,0.238,0.314,0.397,0.258,0.336,0.452,5.0,0.256,0.329,0.419
tuesday may 28,L,ATL,WSN,0.1481481481481482,2,17,-31,48,0.1803,8,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.342,0.454,3.4,0.244,0.314,0.412
wednesday may 29,L,ATL,WSN,0.12727272727272726,-2,16,-30,46,0.16989999999999994,7,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.342,0.454,3.4,0.244,0.314,0.412
friday may 31,L,ATL,DET,0.1468253968253968,-4,88,-16,104,0.3701,9,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.24,0.294,0.388,-21.1,0.275,0.342,0.478
saturday jun 1,W,ATL,DET,0.12631578947368416,-6,82,-10,92,0.3239,8,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.24,0.294,0.388,-21.1,0.275,0.342,0.478
sunday jun 2,W,ATL,DET,0.1416256157635467,2,87,-15,102,0.3478,9,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.24,0.294,0.388,-21.1,0.275,0.342,0.478
tuesday jun 4,L,PIT,ATL,-0.059614260666277015,-4,-46,30,-76,-0.24560000000000004,-4,0.265,0.321,0.42,-4.0,0.268,0.343,0.47,0.258,0.336,0.452,5.0,0.256,0.329,0.419
wednesday jun 5,W,PIT,ATL,-0.07542372881355935,-6,-53,37,-90,-0.28290000000000004,-5,0.265,0.321,0.42,-4.0,0.268,0.343,0.47,0.258,0.336,0.452,5.0,0.256,0.329,0.419
thursday jun 6,W,PIT,ATL,-0.05765027322404381,2,-50,34,-84,-0.25949999999999995,-4,0.265,0.321,0.42,-4.0,0.268,0.343,0.47,0.258,0.336,0.452,5.0,0.256,0.329,0.419
friday jun 7,L,MIA,ATL,-0.14892473118279564,1,-94,-30,-64,-0.2336000000000001,-10,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.258,0.336,0.452,5.0,0.256,0.329,0.419
saturday jun 8,L,MIA,ATL,-0.16263335935467085,-3,-100,-24,-76,-0.26959999999999995,-11,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.258,0.336,0.452,5.0,0.256,0.329,0.419
sunday jun 9,L,MIA,ATL,-0.17590725806451613,-5,-101,-23,-78,-0.27580000000000005,-12,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.258,0.336,0.452,5.0,0.256,0.329,0.419
monday jun 10,W,ATL,PIT,0.08509615384615388,6,51,-42,93,0.27159999999999995,6,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
tuesday jun 11,W,ATL,PIT,0.09906759906759892,8,57,-48,105,0.29810000000000003,7,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
wednesday jun 12,W,ATL,PIT,0.11261872455902312,10,59,-50,109,0.3043000000000001,8,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
thursday jun 13,W,ATL,PIT,0.12576821773485505,12,60,-51,111,0.3035999999999999,9,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
friday jun 14,W,ATL,PHI,0.02088661551577153,8,26,21,5,0.0109999999999999,2,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
saturday jun 15,L,ATL,PHI,0.03498964803312632,10,27,20,7,0.017100000000000115,3,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
sunday jun 16,W,ATL,PHI,0.02032193158953721,-2,26,21,5,0.01079999999999992,2,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
monday jun 17,W,ATL,NYM,0.10446009389671368,2,52,-6,58,0.1662,8,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.257,0.328,0.442,4.9,0.251,0.317,0.418
tuesday jun 18,L,ATL,NYM,0.11681887366818874,4,61,-15,76,0.2138,9,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.257,0.328,0.442,4.9,0.251,0.317,0.418
wednesday jun 19,W,ATL,NYM,0.10162902628656052,-2,53,-7,60,0.16559999999999994,8,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.257,0.328,0.442,4.9,0.251,0.317,0.418
friday jun 21,W,WSN,ATL,-0.10018018018018016,3,-40,-5,-35,-0.09630000000000004,-8,0.265,0.342,0.454,3.4,0.244,0.314,0.412,0.258,0.336,0.452,5.0,0.256,0.329,0.419
saturday jun 22,L,WSN,ATL,-0.08561403508771925,6,-39,-6,-33,-0.08960000000000012,-7,0.265,0.342,0.454,3.4,0.244,0.314,0.412,0.258,0.336,0.452,5.0,0.256,0.329,0.419
sunday jun 23,L,WSN,ATL,-0.09757347915242648,-2,-43,-2,-41,-0.10919999999999996,-8,0.265,0.342,0.454,3.4,0.244,0.314,0.412,0.258,0.336,0.452,5.0,0.256,0.329,0.419
monday jun 24,W,CHC,ATL,-0.04428904428904434,-1,-38,-48,10,0.04920000000000013,-4,0.252,0.331,0.452,8.1,0.251,0.32299999999999995,0.414,0.258,0.336,0.452,5.0,0.256,0.329,0.419
tuesday jun 25,L,CHC,ATL,-0.0309964297306069,3,-33,-53,20,0.07819999999999983,-3,0.252,0.331,0.452,8.1,0.251,0.32299999999999995,0.414,0.258,0.336,0.452,5.0,0.256,0.329,0.419
wednesday jun 26,L,CHC,ATL,-0.04319620253164559,-2,-34,-52,18,0.07150000000000012,-4,0.252,0.331,0.452,8.1,0.251,0.32299999999999995,0.414,0.258,0.336,0.452,5.0,0.256,0.329,0.419
thursday jun 27,W,CHC,ATL,-0.05509259259259258,-4,-36,-50,14,0.05869999999999996,-5,0.252,0.331,0.452,8.1,0.251,0.32299999999999995,0.414,0.258,0.336,0.452,5.0,0.256,0.329,0.419
friday jun 28,L,NYM,ATL,-0.13414634146341453,-4,-55,23,-78,-0.1905,-11,0.257,0.328,0.442,4.9,0.251,0.317,0.418,0.258,0.336,0.452,5.0,0.256,0.329,0.419
saturday jun 29,L,NYM,ATL,-0.14457831325301207,-7,-59,27,-86,-0.20809999999999995,-12,0.257,0.328,0.442,4.9,0.251,0.317,0.418,0.258,0.336,0.452,5.0,0.256,0.329,0.419
sunday jun 30,W,NYM,ATL,-0.1547619047619047,-9,-60,28,-88,-0.2108,-13,0.257,0.328,0.442,4.9,0.251,0.317,0.418,0.258,0.336,0.452,5.0,0.256,0.329,0.419
tuesday jul 2,L,ATL,PHI,0.06442577030812324,-2,49,6,43,0.1036999999999999,6,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
wednesday jul 3,W,ATL,PHI,0.051983584131326976,-4,47,8,39,0.09350000000000014,5,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
thursday jul 4,W,ATL,PHI,0.06295108259823567,2,54,1,53,0.12680000000000002,6,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
friday jul 5,W,ATL,MIA,0.21443850267379685,6,178,34,144,0.3573000000000001,20,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
saturday jul 6,L,ATL,MIA,0.2234125947217141,8,179,33,146,0.3617,21,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
sunday jul 7,W,ATL,MIA,0.20957854406130272,-2,178,34,144,0.3529,20,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
friday jul 12,L,SDP,ATL,-0.0934065934065934,2,-89,5,-94,-0.2167,-9,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.258,0.336,0.452,5.0,0.256,0.329,0.419
saturday jul 13,L,SDP,ATL,-0.1033205924510272,-3,-91,7,-98,-0.2239000000000001,-10,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.258,0.336,0.452,5.0,0.256,0.329,0.419
sunday jul 14,L,SDP,ATL,-0.11302010285179992,-5,-93,9,-102,-0.2301,-11,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.258,0.336,0.452,5.0,0.256,0.329,0.419
monday jul 15,L,MIL,ATL,-0.09574468085106393,-5,-60,30,-90,-0.20069999999999988,-9,0.246,0.329,0.438,-0.7,0.246,0.321,0.425,0.258,0.336,0.452,5.0,0.256,0.329,0.419
tuesday jul 16,W,MIL,ATL,-0.10526315789473684,-7,-62,32,-94,-0.20819999999999994,-10,0.246,0.329,0.438,-0.7,0.246,0.321,0.425,0.258,0.336,0.452,5.0,0.256,0.329,0.419
wednesday jul 17,W,MIL,ATL,-0.09375,2,-50,20,-70,-0.1522,-9,0.246,0.329,0.438,-0.7,0.246,0.321,0.425,0.258,0.336,0.452,5.0,0.256,0.329,0.419
thursday jul 18,L,ATL,WSN,0.06602325071287563,-1,55,33,22,0.04220000000000002,8,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.342,0.454,3.4,0.244,0.314,0.412
friday jul 19,W,ATL,WSN,0.05499462943071965,-4,46,42,4,-0.000199999999999978,7,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.342,0.454,3.4,0.244,0.314,0.412
saturday jul 20,L,ATL,WSN,0.06470959595959591,2,47,41,6,0.004499999999999949,8,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.342,0.454,3.4,0.244,0.314,0.412
sunday jul 21,W,ATL,WSN,0.05391752577319586,-2,45,43,2,-0.0045000000000001705,7,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.265,0.342,0.454,3.4,0.244,0.314,0.412
tuesday jul 23,L,ATL,KCR,0.22772277227722776,2,93,-34,127,0.25259999999999994,23,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.247,0.309,0.401,-10.1,0.273,0.348,0.456
wednesday jul 24,L,ATL,KCR,0.21568627450980388,-2,92,-33,125,0.24650000000000005,22,0.258,0.336,0.452,5.0,0.256,0.329,0.419,0.247,0.309,0.401,-10.1,0.273,0.348,0.456
