Date,Home_Win,Home,Away,Win Percent Delta,Streak Delta,Run Scored Delta,Run Allowed Delta,Run Delta Delta,Run Delta Percent Delta,Win Total Delta,H_AVG,H_OBP,H_SLG,H_BFW,H_O_AVG,H_O_OBP,H_O_SLG,A_AVG,A_OBP,A_SLG,A_BFW,A_O_AVG,A_O_OBP,A_O_SLG
tuesday apr 2,L,SDP,ARI,0.2,-2,-18,-30,12,0.22220000000000006,1,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday apr 3,W,SDP,ARI,0.0,-4,-21,-27,6,0.0260999999999999,0,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
friday apr 5,W,ARI,BOS,-0.32142857142857145,0,8,2,6,0.12469999999999992,1,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.269,0.34,0.466,2.9,0.251,0.33,0.431
saturday apr 6,W,ARI,BOS,-0.2777777777777778,3,15,-5,20,0.2913,2,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.269,0.34,0.466,2.9,0.251,0.33,0.431
sunday apr 7,L,ARI,BOS,-0.2444444444444445,5,16,-6,22,0.2992,3,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.269,0.34,0.466,2.9,0.251,0.33,0.431
tuesday apr 9,W,ARI,TEX,0.0,2,12,14,-2,-0.0141,0,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.248,0.319,0.431,-9.7,0.269,0.342,0.464
wednesday apr 10,L,ARI,TEX,0.09090909090909094,5,13,13,0,0.015800000000000036,1,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.248,0.319,0.431,-9.7,0.269,0.342,0.464
thursday apr 11,L,ARI,SDP,-0.11538461538461542,-2,22,28,-6,-0.06359999999999999,-2,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
friday apr 12,L,ARI,SDP,-0.18131868131868129,-4,21,29,-8,-0.08990000000000009,-3,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
saturday apr 13,L,ARI,SDP,-0.2380952380952381,-6,20,30,-10,-0.11760000000000005,-4,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
sunday apr 14,W,ARI,SDP,-0.2875,-8,19,31,-12,-0.1390999999999999,-5,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
monday apr 22,L,PIT,ARI,0.13157894736842102,0,-43,-51,8,0.14339999999999994,1,0.265,0.321,0.42,-4.0,0.268,0.343,0.47,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday apr 23,L,PIT,ARI,0.07826086956521737,-3,-51,-43,-8,-0.06479999999999997,0,0.265,0.321,0.42,-4.0,0.268,0.343,0.47,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday apr 24,L,PIT,ARI,0.029761904761904767,-5,-52,-42,-10,-0.08699999999999998,-1,0.265,0.321,0.42,-4.0,0.268,0.343,0.47,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
thursday apr 25,L,PIT,ARI,-0.01454545454545464,-7,-61,-33,-28,-0.2695000000000001,-2,0.265,0.321,0.42,-4.0,0.268,0.343,0.47,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday apr 30,W,ARI,NYY,-0.05541871921182262,-5,0,17,-17,-0.1655000000000002,-1,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.267,0.339,0.49,11.2,0.248,0.314,0.439
wednesday may 1,W,ARI,NYY,-0.01954022988505744,2,2,15,-13,-0.12749999999999995,0,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.267,0.339,0.49,11.2,0.248,0.314,0.439
friday may 3,L,COL,ARI,-0.11189516129032262,0,-14,10,-24,-0.1735000000000001,-3,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
saturday may 4,L,COL,ARI,-0.13920454545454553,-4,-15,11,-26,-0.17600000000000005,-4,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
sunday may 5,W,COL,ARI,-0.1648841354723708,-6,-22,18,-40,-0.2619999999999999,-5,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
monday may 6,W,TBR,ARI,0.04812834224598928,0,-38,-54,16,0.2555000000000001,1,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday may 7,W,TBR,ARI,0.0756302521008404,3,-27,-65,38,0.4357,2,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday may 8,L,TBR,ARI,0.10158730158730156,5,-24,-68,44,0.4693000000000001,3,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
monday may 13,W,ARI,PIT,-0.0039551746868820015,-6,67,19,48,0.2700000000000001,2,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
tuesday may 14,L,ARI,PIT,0.02130325814536349,2,73,13,60,0.3226999999999999,3,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
wednesday may 15,W,ARI,PIT,-0.0035778175313059273,-2,69,17,52,0.27569999999999995,2,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
friday may 17,W,ARI,SFG,0.11688311688311688,0,63,-1,64,0.3159,6,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
saturday may 18,L,ARI,SFG,0.13695090439276486,3,70,-8,78,0.3774000000000002,7,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
sunday may 19,L,ARI,SFG,0.11166007905138337,-2,67,-5,72,0.33809999999999985,6,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
monday may 20,W,SDP,ARI,-0.04255319148936165,-1,-63,-11,-52,-0.2503,-2,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday may 21,W,SDP,ARI,-0.02083333333333337,4,-62,-12,-50,-0.2388999999999999,-1,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday may 22,W,SDP,ARI,0.0,6,-61,-13,-48,-0.2265999999999999,0,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
friday may 24,L,SFG,ARI,-0.07142857142857145,3,-60,15,-75,-0.3216,-4,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
saturday may 25,L,SFG,ARI,-0.08980392156862743,-4,-76,31,-107,-0.4389,-5,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
sunday may 26,L,SFG,ARI,-0.10746606334841637,-6,-82,37,-119,-0.4746999999999999,-6,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
monday may 27,W,COL,ARI,-0.05771365149833524,-2,-11,44,-55,-0.2339,-4,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday may 28,W,COL,ARI,-0.03774928774928772,3,-10,43,-53,-0.22229999999999994,-3,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday may 29,W,COL,ARI,-0.018524871355060042,5,-6,39,-45,-0.1862000000000001,-2,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
thursday may 30,W,COL,ARI,0.0,7,-5,38,-43,-0.17480000000000007,-1,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
friday may 31,L,ARI,NYM,0.009085213032581418,-2,40,-17,57,0.2181,1,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.328,0.442,4.9,0.251,0.317,0.418
saturday jun 1,W,ARI,NYM,-0.008469449485783431,-6,39,-16,55,0.20690000000000008,0,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.328,0.442,4.9,0.251,0.317,0.418
sunday jun 2,W,ARI,NYM,0.008766803039158387,2,40,-17,57,0.21009999999999995,1,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.328,0.442,4.9,0.251,0.317,0.418
monday jun 3,L,ARI,LAD,-0.18333333333333326,-3,-10,36,-46,-0.2261,-11,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
tuesday jun 4,L,ARI,LAD,-0.19672131147540986,-7,-12,38,-50,-0.2423,-12,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
wednesday jun 5,W,ARI,LAD,-0.20967741935483875,-9,-21,47,-68,-0.3184999999999998,-13,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
monday jun 10,L,PHI,ARI,0.05407925407925407,-5,-26,6,-32,-0.11359999999999992,3,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday jun 11,W,PHI,ARI,0.03821800090456806,-7,-31,11,-42,-0.1452,2,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday jun 12,L,PHI,ARI,0.05245829675153646,2,-28,8,-36,-0.12150000000000015,3,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
thursday jun 13,L,WSN,ARI,-0.059052563270603486,-2,-34,27,-61,-0.20230000000000006,-5,0.265,0.342,0.454,3.4,0.244,0.314,0.412,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
friday jun 14,W,WSN,ARI,-0.07268907563025206,-4,-39,32,-71,-0.2339,-6,0.265,0.342,0.454,3.4,0.244,0.314,0.412,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
saturday jun 15,L,WSN,ARI,-0.05735864462135126,2,-35,28,-63,-0.20409999999999984,-5,0.265,0.342,0.454,3.4,0.244,0.314,0.412,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
sunday jun 16,W,WSN,ARI,-0.07063492063492073,-2,-42,35,-77,-0.24459999999999985,-6,0.265,0.342,0.454,3.4,0.244,0.314,0.412,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday jun 18,L,ARI,COL,-0.0005788153579008304,0,-21,-67,46,0.14739999999999998,1,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
wednesday jun 19,L,ARI,COL,-0.014264264264264304,-3,-28,-60,32,0.10450000000000004,0,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
thursday jun 20,L,ARI,COL,-0.02757990867579907,-5,-30,-58,28,0.09129999999999994,-1,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
friday jun 21,L,ARI,SFG,0.07534246575342468,-1,114,-31,145,0.3957,7,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
saturday jun 22,L,ARI,SFG,0.061074061074060985,-6,108,-25,133,0.3556,6,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
sunday jun 23,W,ARI,SFG,0.047179487179487216,-8,105,-22,127,0.3350000000000001,5,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
monday jun 24,W,ARI,LAD,-0.18987341772151886,-5,-10,84,-94,-0.365,-15,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
tuesday jun 25,L,ARI,LAD,-0.17500000000000004,3,-7,81,-88,-0.33509999999999995,-14,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
wednesday jun 26,W,ARI,LAD,-0.18518518518518529,-2,-8,82,-90,-0.3390000000000002,-15,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
thursday jun 27,L,SFG,ARI,-0.06962025316455689,-2,-117,23,-140,-0.3581,-7,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
friday jun 28,W,SFG,ARI,-0.08102409638554214,-4,-121,27,-148,-0.3754,-8,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
saturday jun 29,L,SFG,ARI,-0.06790123456790131,2,-118,24,-142,-0.35629999999999995,-7,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
sunday jun 30,W,SFG,ARI,-0.07905308464849352,-2,-119,25,-144,-0.358,-8,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday jul 2,W,LAD,ARI,0.16279069767441856,2,20,-65,85,0.2781,14,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday jul 3,W,LAD,ARI,0.17241379310344826,4,21,-66,87,0.2804,15,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
friday jul 5,W,ARI,COL,-0.022991543340380505,0,-38,-65,27,0.07129999999999992,-1,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
saturday jul 6,W,ARI,COL,-0.011365103964871559,5,-30,-73,43,0.10820000000000007,0,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
sunday jul 7,W,ARI,COL,0.0,7,-28,-75,47,0.11670000000000005,1,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
tuesday jul 16,L,TEX,ARI,0.03191489361702127,0,37,66,-29,-0.07550000000000012,3,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday jul 17,L,TEX,ARI,0.02105263157894733,-4,30,73,-43,-0.10620000000000007,2,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
monday jul 22,W,ARI,BAL,0.18367346938775508,-3,100,-147,247,0.4441000000000001,19,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
tuesday jul 23,L,ARI,BAL,0.1918191819181918,2,103,-150,253,0.4516999999999999,20,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
wednesday jul 24,W,ARI,BAL,0.18,-2,98,-145,243,0.4296,19,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
friday jul 26,W,MIA,ARI,-0.12485436893203886,1,-174,-10,-164,-0.3558,-14,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
saturday jul 27,L,MIA,ARI,-0.11386138613861385,4,-173,-11,-162,-0.3497000000000001,-13,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
sunday jul 28,W,MIA,ARI,-0.12240896358543416,-2,-180,-4,-176,-0.3748000000000001,-14,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
monday jul 29,W,MIA,ARI,-0.1116504854368932,2,-176,-8,-168,-0.3559000000000001,-13,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday jul 30,L,NYY,ARI,0.14276813529149962,3,61,3,58,0.11739999999999995,14,0.267,0.339,0.49,11.2,0.248,0.314,0.439,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday jul 31,W,NYY,ARI,0.13207547169811318,-2,59,5,54,0.1077999999999999,13,0.267,0.339,0.49,11.2,0.248,0.314,0.439,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
friday aug 2,L,ARI,WSN,-0.03236493374108052,1,18,4,14,0.02740000000000009,-3,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.342,0.454,3.4,0.244,0.314,0.412
saturday aug 3,W,ARI,WSN,-0.04120100083402839,-3,15,7,8,0.014599999999999946,-4,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.342,0.454,3.4,0.244,0.314,0.412
sunday aug 4,W,ARI,WSN,-0.03177723177723174,2,26,-4,30,0.059800000000000075,-3,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.342,0.454,3.4,0.244,0.314,0.412
monday aug 5,L,ARI,PHI,-0.022522522522522515,3,54,-38,92,0.17690000000000006,-2,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
tuesday aug 6,W,ARI,PHI,-0.0312104930467762,-2,50,-34,84,0.15979999999999994,-3,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
wednesday aug 7,W,ARI,PHI,-0.02212389380530977,2,54,-38,92,0.1731999999999999,-2,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
friday aug 9,L,LAD,ARI,0.15377183203270162,3,33,-74,107,0.26170000000000004,19,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
saturday aug 10,W,LAD,ARI,0.1439216832261836,-4,32,-73,105,0.25539999999999985,18,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
sunday aug 11,W,LAD,ARI,0.15118868060044532,2,36,-77,113,0.2729000000000001,19,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
monday aug 12,L,COL,ARI,-0.05084745762711862,3,18,150,-132,-0.21860000000000013,-6,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday aug 13,L,COL,ARI,-0.058823529411764726,-2,16,152,-136,-0.2227,-7,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday aug 14,W,COL,ARI,-0.06666666666666665,-4,10,158,-148,-0.2403000000000001,-8,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
thursday aug 15,L,ARI,SFG,0.008264462809917383,0,110,-24,134,0.2369,1,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
friday aug 16,L,ARI,SFG,0.0,-3,103,-17,120,0.2107,0,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
saturday aug 17,L,ARI,SFG,-0.008130081300812997,-5,102,-16,118,0.2038,-1,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
sunday aug 18,W,ARI,SFG,-0.016129032258064446,-7,97,-11,108,0.1837,-2,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
monday aug 19,W,ARI,COL,0.036322580645161306,-3,-11,-138,127,0.1975,5,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
tuesday aug 20,W,ARI,COL,0.043999999999999984,3,-9,-140,131,0.2024999999999999,6,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
wednesday aug 21,L,ARI,COL,0.051556055493063364,5,-8,-141,133,0.20330000000000004,7,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
monday aug 26,L,SFG,ARI,0.0038167938931297773,1,-94,14,-108,-0.1743,0,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday aug 27,L,SFG,ARI,-0.0038167938931297773,-3,-96,16,-112,-0.1792999999999999,-1,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
thursday aug 29,W,ARI,LAD,-0.14809245335561128,1,-57,106,-163,-0.3381000000000001,-21,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
friday aug 30,W,ARI,LAD,-0.1395961369622476,5,-51,100,-151,-0.3086,-20,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
saturday aug 31,W,ARI,LAD,-0.1312246553122466,7,-50,99,-149,-0.30189999999999984,-19,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
sunday sep 1,L,ARI,LAD,-0.12297527706734868,9,-49,98,-147,-0.2947,-18,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
monday sep 2,W,ARI,SDP,0.04036066981537152,-3,106,-18,124,0.19230000000000005,6,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
tuesday sep 3,W,ARI,SDP,0.04733946895165558,2,113,-25,138,0.2107,7,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
wednesday sep 4,W,ARI,SDP,0.054217495568762375,4,114,-26,140,0.21319999999999995,8,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
friday sep 6,L,CIN,ARI,-0.053343465045592786,-1,-92,-21,-71,-0.10950000000000017,-7,0.244,0.315,0.422,-4.2,0.235,0.31,0.41,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
saturday sep 7,L,CIN,ARI,-0.060033962641094785,-5,-94,-19,-75,-0.1149,-8,0.244,0.315,0.422,-4.2,0.235,0.31,0.41,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
sunday sep 8,W,CIN,ARI,-0.06663055254604539,-7,-96,-17,-79,-0.12119999999999995,-9,0.244,0.315,0.422,-4.2,0.235,0.31,0.41,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
monday sep 9,W,NYM,ARI,-0.017433270954397728,-1,-47,18,-65,-0.09989999999999988,-3,0.257,0.328,0.442,4.9,0.251,0.317,0.418,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
tuesday sep 10,W,NYM,ARI,-0.01034382284382285,3,-45,16,-61,-0.09339999999999993,-2,0.257,0.328,0.442,4.9,0.251,0.317,0.418,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
wednesday sep 11,W,NYM,ARI,-0.0033524904214560225,5,-44,15,-59,-0.08989999999999987,-1,0.257,0.328,0.442,4.9,0.251,0.317,0.418,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
thursday sep 12,W,NYM,ARI,0.0035427491733585064,7,-35,6,-41,-0.0616000000000001,0,0.257,0.328,0.442,4.9,0.251,0.317,0.418,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
friday sep 13,L,ARI,CIN,0.04761904761904756,-6,82,30,52,0.07580000000000009,7,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
saturday sep 14,W,ARI,CIN,0.04054054054054063,-8,81,31,50,0.07230000000000003,6,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
