Date,Home,Away,RS,RA
friday may 31,TEX,KCR,6,2
saturday jun 1,TEX,KCR,6,2
sunday jun 2,TEX,KCR,5,1
monday jun 10,BOS,TEX,3,4
tuesday jun 11,BOS,TEX,5,9
wednesday jun 12,BOS,TEX,4,3
thursday jun 13,BOS,TEX,7,6
friday jun 14,CIN,TEX,1,7
saturday jun 15,CIN,TEX,3,4
sunday jun 16,CIN,TEX,11,3
friday jun 21,TEX,CHW,4,5
saturday jun 22,TEX,CHW,6,5
sunday jun 23,TEX,CHW,7,4
tuesday jun 25,DET,TEX,3,5
wednesday jun 26,DET,TEX,1,4
thursday jun 27,DET,TEX,1,3
friday jun 28,TBR,TEX,0,5
saturday jun 29,TBR,TEX,5,2
sunday jun 30,TBR,TEX,6,2
friday jul 5,MIN,TEX,15,6
saturday jul 6,MIN,TEX,7,4
sunday jul 7,MIN,TEX,1,4
friday aug 2,TEX,DET,5,4
saturday aug 3,TEX,DET,5,4
sunday aug 4,TEX,DET,9,4
thursday aug 15,TEX,MIN,6,13
friday aug 16,TEX,MIN,3,4
saturday aug 17,TEX,MIN,7,12
sunday aug 18,TEX,MIN,3,6
thursday aug 22,CHW,TEX,6,1
friday aug 23,CHW,TEX,8,3
saturday aug 24,CHW,TEX,0,4
sunday aug 25,CHW,TEX,2,0
monday sep 2,NYY,TEX,0,7
tuesday sep 3,NYY,TEX,10,1
wednesday sep 4,NYY,TEX,4,1
tuesday sep 10,TEX,TBR,3,5
wednesday sep 11,TEX,TBR,10,9
thursday sep 12,TEX,TBR,6,4
tuesday sep 24,TEX,BOS,10,12
wednesday sep 25,TEX,BOS,3,10
thursday sep 26,TEX,BOS,7,5
friday sep 27,TEX,NYY,7,14
saturday sep 28,TEX,NYY,9,4
sunday sep 29,TEX,NYY,6,1
monday apr 1,TBR,COL,7,1
tuesday apr 2,TBR,COL,4,0
wednesday apr 3,TBR,COL,0,1
monday apr 8,CHW,TBR,1,5
tuesday apr 9,CHW,TBR,5,10
wednesday apr 10,CHW,TBR,1,9
friday apr 19,TBR,BOS,4,6
saturday apr 20,TBR,BOS,5,6
sunday apr 21,TBR,BOS,3,4
monday apr 22,TBR,KCR,6,3
tuesday apr 23,TBR,KCR,5,2
wednesday apr 24,TBR,KCR,2,10
saturday apr 27,BOS,TBR,1,2
sunday apr 28,BOS,TBR,2,5
monday apr 29,KCR,TBR,5,8
wednesday may 1 (1),KCR,TBR,3,2
wednesday may 1 (2),KCR,TBR,8,2
thursday may 2,KCR,TBR,1,3
friday may 10,TBR,NYY,3,4
saturday may 11,TBR,NYY,7,2
sunday may 12,TBR,NYY,1,7
friday may 17,NYY,TBR,4,3
saturday may 18,NYY,TBR,1,2
sunday may 19,NYY,TBR,13,5
thursday may 30,TBR,MIN,14,3
friday may 31,TBR,MIN,3,5
saturday jun 1,TBR,MIN,2,6
sunday jun 2,TBR,MIN,7,9
tuesday jun 4,DET,TBR,9,6
wednesday jun 5,DET,TBR,0,4
thursday jun 6,DET,TBR,1,6
friday jun 7,BOS,TBR,1,5
saturday jun 8 (1),BOS,TBR,2,9
saturday jun 8 (2),BOS,TBR,5,1
sunday jun 9,BOS,TBR,1,6
monday jun 17,NYY,TBR,3,0
tuesday jun 18,NYY,TBR,6,3
wednesday jun 19,NYY,TBR,12,1
tuesday jun 25,MIN,TBR,9,4
wednesday jun 26,MIN,TBR,6,4
thursday jun 27,MIN,TBR,2,5
thursday jul 4,TBR,NYY,4,8
friday jul 5,TBR,NYY,4,8
saturday jul 6,TBR,NYY,4,3
sunday jul 7,TBR,NYY,2,1
monday jul 15,NYY,TBR,4,5
tuesday jul 16,NYY,TBR,8,3
thursday jul 18 (1),NYY,TBR,6,2
thursday jul 18 (2),NYY,TBR,5,1
friday jul 19,TBR,CHW,2,9
saturday jul 20,TBR,CHW,1,2
sunday jul 21,TBR,CHW,4,2
monday jul 22,TBR,BOS,4,9
tuesday jul 23,TBR,BOS,4,5
wednesday jul 24,TBR,BOS,3,2
tuesday jul 30,BOS,TBR,5,6
wednesday jul 31,BOS,TBR,5,8
thursday aug 1,BOS,TBR,4,9
friday aug 16,TBR,DET,0,2
saturday aug 17,TBR,DET,1,0
sunday aug 18,TBR,DET,5,4
friday sep 20,TBR,BOS,5,4
saturday sep 21,TBR,BOS,5,4
sunday sep 22,TBR,BOS,4,7
monday sep 23,TBR,BOS,7,4
tuesday sep 24,TBR,NYY,2,1
wednesday sep 25,TBR,NYY,4,0
tuesday apr 16,NYY,BOS,8,0
wednesday apr 17,NYY,BOS,5,3
tuesday apr 23 (1),BOS,DET,4,7
tuesday apr 23 (2),BOS,DET,2,4
wednesday apr 24,BOS,DET,11,4
thursday apr 25,BOS,DET,7,3
thursday may 2,CHW,BOS,6,4
friday may 3,CHW,BOS,1,6
saturday may 4,CHW,BOS,2,15
sunday may 5,CHW,BOS,2,9
tuesday may 14,BOS,COL,4,5
wednesday may 15,BOS,COL,6,5
friday may 31,NYY,BOS,4,1
saturday jun 1,NYY,BOS,5,3
sunday jun 2,NYY,BOS,5,8
tuesday jun 4,KCR,BOS,3,8
wednesday jun 5,KCR,BOS,0,8
thursday jun 6,KCR,BOS,5,7
monday jun 17,MIN,BOS,0,2
tuesday jun 18,MIN,BOS,4,3
wednesday jun 19,MIN,BOS,4,9
monday jun 24,BOS,CHW,6,5
tuesday jun 25,BOS,CHW,6,3
wednesday jun 26,BOS,CHW,7,8
saturday jun 29,BOS,NYY,13,17
sunday jun 30,BOS,NYY,8,12
friday jul 5,DET,BOS,6,9
saturday jul 6,DET,BOS,6,10
sunday jul 7,DET,BOS,3,6
thursday jul 25,BOS,NYY,19,3
friday jul 26,BOS,NYY,10,5
saturday jul 27,BOS,NYY,9,5
sunday jul 28,BOS,NYY,6,9
friday aug 2,NYY,BOS,4,2
saturday aug 3 (1),NYY,BOS,9,2
saturday aug 3 (2),NYY,BOS,6,4
sunday aug 4,NYY,BOS,7,4
monday aug 5,BOS,KCR,7,5
tuesday aug 6,BOS,KCR,2,6
wednesday aug 7,BOS,KCR,5,4
tuesday aug 27,COL,BOS,6,10
wednesday aug 28,COL,BOS,4,7
tuesday sep 3,BOS,MIN,5,6
wednesday sep 4,BOS,MIN,6,2
thursday sep 5,BOS,MIN,1,2
friday sep 6,BOS,NYY,6,1
saturday sep 7,BOS,NYY,1,5
sunday sep 8,BOS,NYY,5,10
monday sep 9,BOS,NYY,0,5
friday jul 12,COL,CIN,3,2
saturday jul 13,COL,CIN,9,17
sunday jul 14,COL,CIN,10,9
friday jul 26,CIN,COL,2,12
saturday jul 27,CIN,COL,3,1
sunday jul 28,CIN,COL,3,2
friday jul 19,NYY,COL,8,2
saturday jul 20,NYY,COL,11,5
sunday jul 21,NYY,COL,4,8
thursday mar 28,KCR,CHW,5,3
saturday mar 30,KCR,CHW,8,6
sunday mar 31,KCR,CHW,3,6
tuesday apr 2,KCR,MIN,4,5
wednesday apr 3,KCR,MIN,6,7
thursday apr 4,DET,KCR,5,4
saturday apr 6,DET,KCR,7,4
sunday apr 7,DET,KCR,3,1
monday apr 15,CHW,KCR,5,4
tuesday apr 16,CHW,KCR,5,1
wednesday apr 17,CHW,KCR,3,4
thursday apr 18,NYY,KCR,1,6
friday apr 19,NYY,KCR,6,2
saturday apr 20,NYY,KCR,9,2
sunday apr 21,NYY,KCR,7,6
friday may 3,DET,KCR,4,3
saturday may 4,DET,KCR,3,15
sunday may 5,DET,KCR,5,2
saturday may 25 (1),KCR,NYY,3,7
saturday may 25 (2),KCR,NYY,5,6
sunday may 26,KCR,NYY,8,7
monday may 27,CHW,KCR,2,1
tuesday may 28,CHW,KCR,4,3
wednesday may 29,CHW,KCR,8,7
friday jun 7,KCR,CHW,6,4
saturday jun 8,KCR,CHW,0,2
sunday jun 9,KCR,CHW,2,5
tuesday jun 11,KCR,DET,3,2
wednesday jun 12,KCR,DET,2,3
thursday jun 13,KCR,DET,7,3
friday jun 14,MIN,KCR,2,0
saturday jun 15,MIN,KCR,5,4
sunday jun 16,MIN,KCR,6,8
thursday jun 20,KCR,MIN,4,1
friday jun 21,KCR,MIN,7,8
saturday jun 22,KCR,MIN,3,5
sunday jun 23,KCR,MIN,6,1
friday jul 12,KCR,DET,8,5
saturday jul 13,KCR,DET,4,1
sunday jul 14,KCR,DET,8,12
monday jul 15,KCR,CHW,5,2
tuesday jul 16,KCR,CHW,11,0
wednesday jul 17,KCR,CHW,7,5
thursday jul 18,KCR,CHW,6,5
friday aug 2,MIN,KCR,11,9
saturday aug 3,MIN,KCR,11,3
sunday aug 4,MIN,KCR,3,0
thursday aug 8,DET,KCR,10,8
friday aug 9,DET,KCR,5,2
saturday aug 10,DET,KCR,0,7
sunday aug 11,DET,KCR,2,10
tuesday sep 3,KCR,DET,6,5
wednesday sep 4,KCR,DET,5,4
thursday sep 5,KCR,DET,4,6
tuesday sep 10,CHW,KCR,7,3
wednesday sep 11,CHW,KCR,6,8
thursday sep 12,CHW,KCR,3,6
thursday sep 19,MIN,KCR,8,5
friday sep 20,MIN,KCR,4,3
saturday sep 21,MIN,KCR,5,12
sunday sep 22,MIN,KCR,12,8
friday sep 27,KCR,MIN,2,6
saturday sep 28,KCR,MIN,3,4
sunday sep 29,KCR,MIN,5,4
monday apr 1,NYY,DET,3,1
tuesday apr 2,NYY,DET,1,3
wednesday apr 3,NYY,DET,1,2
saturday apr 13,MIN,DET,4,3
sunday apr 14,MIN,DET,6,4
thursday apr 18,DET,CHW,9,7
friday apr 19,DET,CHW,3,7
sunday apr 21,DET,CHW,4,3
friday apr 26,CHW,DET,12,11
sunday apr 28,CHW,DET,4,1
friday may 10,MIN,DET,6,0
saturday may 11 (1),MIN,DET,3,5
saturday may 11 (2),MIN,DET,8,3
sunday may 12,MIN,DET,3,5
friday jun 7,DET,MIN,3,6
saturday jun 8,DET,MIN,9,3
sunday jun 9,DET,MIN,2,12
wednesday jul 3 (1),CHW,DET,7,5
wednesday jul 3 (2),CHW,DET,9,6
thursday jul 4,CHW,DET,5,11
monday aug 5,DET,CHW,4,7
tuesday aug 6 (1),DET,CHW,3,5
tuesday aug 6 (2),DET,CHW,10,6
wednesday aug 7,DET,CHW,1,8
friday aug 23,MIN,DET,6,9
saturday aug 24,MIN,DET,8,5
sunday aug 25,MIN,DET,7,4
friday aug 30,DET,MIN,5,13
saturday aug 31,DET,MIN,10,7
sunday sep 1,DET,MIN,3,8
monday sep 2,DET,MIN,3,4
tuesday sep 10,DET,NYY,12,11
thursday sep 12 (1),DET,NYY,4,10
thursday sep 12 (2),DET,NYY,4,6
friday sep 20,DET,CHW,1,10
saturday sep 21,DET,CHW,3,5
sunday sep 22,DET,CHW,6,3
tuesday sep 24,DET,MIN,2,4
wednesday sep 25,DET,MIN,1,5
thursday sep 26,DET,MIN,4,10
saturday sep 28 (1),CHW,DET,7,1
saturday sep 28 (2),CHW,DET,3,4
sunday sep 29,CHW,DET,5,3
friday may 3,NYY,MIN,6,3
saturday may 4,NYY,MIN,3,7
sunday may 5,NYY,MIN,4,1
friday may 24,MIN,CHW,11,4
saturday may 25,MIN,CHW,8,1
sunday may 26,MIN,CHW,7,0
friday jun 28,CHW,MIN,6,4
saturday jun 29,CHW,MIN,3,10
sunday jun 30,CHW,MIN,4,3
monday jul 22,MIN,NYY,8,6
tuesday jul 23,MIN,NYY,12,14
wednesday jul 24,MIN,NYY,7,10
thursday jul 25,CHW,MIN,3,10
friday jul 26,CHW,MIN,2,6
saturday jul 27,CHW,MIN,5,1
sunday jul 28,CHW,MIN,1,11
monday aug 19,MIN,CHW,4,6
tuesday aug 20,MIN,CHW,14,4
wednesday aug 21,MIN,CHW,0,4
tuesday aug 27,CHW,MIN,1,3
wednesday aug 28,CHW,MIN,2,8
thursday aug 29,CHW,MIN,5,10
monday sep 16,MIN,CHW,5,3
tuesday sep 17,MIN,CHW,9,8
wednesday sep 18,MIN,CHW,1,3
friday apr 12,NYY,CHW,6,9
saturday apr 13,NYY,CHW,4,0
sunday apr 14,NYY,CHW,2,5
thursday jun 13,CHW,NYY,5,4
friday jun 14,CHW,NYY,10,2
saturday jun 15,CHW,NYY,4,8
sunday jun 16,CHW,NYY,3,10
